16.08.2021 10:48:07.446 [http-nio-8080-exec-3] INFO  c.s.i.a.u.a.AspectLogger - Method [findByUsername] call from class [UserAuthoritiesServiceImpl] return value [UserAuthorities(id=74, username=admin, password=$2a$08$2dJ6J2W8SZvDriF1mvRBh.X6/4EJIb2qv2N4PNZF2h38gvLQyF6mu, role=ADMIN)]
16.08.2021 10:48:09.949 [http-nio-8080-exec-4] INFO  c.s.i.a.u.a.AspectLogger - Method [findByUsername] call from class [UserAuthoritiesServiceImpl] return value [UserAuthorities(id=69, username=ADMIN, password=$2a$08$2kpEAoAnLq18svUo8kGjiu6ENEk/Cboj5Kd30iBPKZliCLB3iZRTe, role=ADMIN)]
16.08.2021 10:48:09.985 [http-nio-8080-exec-4] INFO  c.s.i.a.u.a.AspectLogger - Method [findByUsername] call from class [UserAuthoritiesServiceImpl] return value [UserAuthorities(id=69, username=ADMIN, password=$2a$08$2kpEAoAnLq18svUo8kGjiu6ENEk/Cboj5Kd30iBPKZliCLB3iZRTe, role=ADMIN)]
16.08.2021 10:48:10.003 [http-nio-8080-exec-4] INFO  c.s.i.a.u.a.AspectLogger - Method [findByUsername] call from class [UserAuthoritiesServiceImpl] return value [UserAuthorities(id=69, username=ADMIN, password=$2a$08$2kpEAoAnLq18svUo8kGjiu6ENEk/Cboj5Kd30iBPKZliCLB3iZRTe, role=ADMIN)]
16.08.2021 10:48:10.027 [http-nio-8080-exec-4] INFO  c.s.i.a.u.a.AspectLogger - Method [findByUserId] call from class [UserAuthoritiesServiceImpl] return value [UserAuthorities(id=69, username=ADMIN, password=$2a$08$2kpEAoAnLq18svUo8kGjiu6ENEk/Cboj5Kd30iBPKZliCLB3iZRTe, role=ADMIN)]
16.08.2021 10:48:10.431 [http-nio-8080-exec-5] INFO  c.s.i.a.u.a.AspectLogger - Method [findByUsername] call from class [UserAuthoritiesServiceImpl] return value [UserAuthorities(id=69, username=ADMIN, password=$2a$08$2kpEAoAnLq18svUo8kGjiu6ENEk/Cboj5Kd30iBPKZliCLB3iZRTe, role=ADMIN)]
16.08.2021 10:48:10.485 [http-nio-8080-exec-5] INFO  c.s.i.a.u.a.AspectLogger - Method [findAll] call from class [EmployeeServiceImpl] return value [[Employee(id=41, firstName=Андрей , lastName=Герасимов, employmentDate=2021-08-01, endOfAdaptation=2021-09-01, position=Стажёр, status=Проходит адаптацию), Employee(id=18, firstName=Анжелка, lastName=Полякова, employmentDate=2021-08-08, endOfAdaptation=2021-10-08, position=Junior C++ Developer, status=Проходит адаптацию), Employee(id=6, firstName=Михаил, lastName=Тарасов, employmentDate=2021-05-26, endOfAdaptation=2021-08-25, position=Junior Java Developer, status=Проходит адаптацию), Employee(id=27, firstName=Елена, lastName=Рогозина, employmentDate=2021-09-01, endOfAdaptation=2021-09-30, position=Стажёр, status=Проходит адаптацию), Employee(id=28, firstName=Никита, lastName=Шемелёв, employmentDate=2021-08-01, endOfAdaptation=2021-10-01, position=Стажёр, status=Проходит адаптацию), Employee(id=23, firstName=Олег, lastName=Кильдишов, employmentDate=2021-06-30, endOfAdaptation=2021-07-31, position=Стажёр, status=Уволен)]]
16.08.2021 10:48:13.354 [http-nio-8080-exec-6] INFO  c.s.i.a.u.a.AspectLogger - Method [findByUsername] call from class [UserAuthoritiesServiceImpl] return value [UserAuthorities(id=69, username=ADMIN, password=$2a$08$2kpEAoAnLq18svUo8kGjiu6ENEk/Cboj5Kd30iBPKZliCLB3iZRTe, role=ADMIN)]
16.08.2021 10:48:13.370 [http-nio-8080-exec-6] INFO  c.s.i.a.u.a.AspectLogger - Method [findAll] call from class [UserServiceImpl] return value [[User(id=13, name=HR #3, email=hr.three@test.com, position=junior), User(id=24, name=HR #4, email=hrfour@mail.ru, position=junior), User(id=14, name=HR #2, email=hr.two@tula.ru, position=junior), User(id=20, name=HR #1, email=hr.one@test.com, position=junior), User(id=74, name=Михаил Тарасов, email=deadsoulinrussia@yandex.ru, position=Администратор), User(id=89, name=Новый Сотрудник, email=123@test.com, position=Стажёр), User(id=90, name=Новый Пользователь, email=test@mail.ru, position=Стажёр), User(id=69, name=Конрад Михельсон, email=mihelson@heaven.org, position=Друг детей)]]
16.08.2021 10:48:17.032 [http-nio-8080-exec-7] INFO  c.s.i.a.u.a.AspectLogger - Method [findByUsername] call from class [UserAuthoritiesServiceImpl] return value [UserAuthorities(id=69, username=ADMIN, password=$2a$08$2kpEAoAnLq18svUo8kGjiu6ENEk/Cboj5Kd30iBPKZliCLB3iZRTe, role=ADMIN)]
16.08.2021 10:48:17.050 [http-nio-8080-exec-7] INFO  c.s.i.a.u.a.AspectLogger - Method [findById] call from class [UserAuthoritiesServiceImpl] return value [UserAuthorities(id=89, username=oleg.kildishov, password=$2a$08$0BaqouZvWvBRYZsOqvxdk.0ZNTnsa0VLGz6uHwJYeqsN9fW/.tsma, role=USER)]
